,strategy_return
2023-04-03,9847299.220701888
2023-04-04,9786208.594641877
2023-04-05,9552271.065981256
2023-04-06,9583143.013993006
2023-04-10,9680421.305345258
2023-04-11,9678918.189274747
2023-04-12,9554364.958126212
2023-04-13,9695752.976244777
2023-04-14,9729219.678164028
2023-04-17,9745019.462964747
2023-04-18,9766305.098123431
2023-04-19,9689454.398261778
2023-04-20,9505801.250506211
2023-04-21,9456907.193153383
2023-04-24,9301701.30481458
2023-04-25,9103065.552805904
2023-04-26,9102279.491590116
2023-04-27,9425272.13633085
2023-04-28,9558590.488292426
2023-05-01,9595084.681360185
2023-05-02,9524909.267787939
2023-05-03,9408707.077593433
2023-05-04,9448675.584925605
2023-05-05,9627943.173354035
2023-05-08,9696298.186395021
2023-05-09,9649157.344896976
2023-05-10,9741248.802096883
2023-05-11,9720919.242992735
2023-05-12,9675895.246062499
2023-05-15,9760984.93310767
2023-05-16,9805246.499709941
2023-05-17,9898285.430557786
2023-05-18,10083801.604481455
2023-05-19,10044131.41769267
2023-05-22,10038042.926161537
2023-05-23,9923779.543272529
2023-05-24,9911176.59715513
2023-05-25,10298871.067423489
2023-05-26,10541182.496521782
2023-05-30,10571517.121387586
2023-05-31,10515681.965714747
2023-06-01,10585892.562886888
2023-06-02,10628818.301417021
2023-06-05,10644101.40721695
2023-06-06,10779619.498585174
2023-06-07,10417747.270397665
2023-06-08,10534050.996946288
2023-06-09,10646033.954672292
2023-06-12,10923394.034494096
2023-06-13,10902684.82344605
2023-06-14,11092299.734032042
2023-06-15,11170260.748487804
2023-06-16,11028219.510721387
2023-06-20,11052407.339703318
2023-06-21,10797222.448925767
2023-06-22,10904111.475580689
2023-06-23,10823743.659535127
2023-06-26,10595443.15001618
2023-06-27,10772651.975798361
2023-06-28,10816733.199354209
2023-06-29,10767593.422938785
2023-06-30,10932532.415951839
2023-07-03,11028223.008533746
2023-07-05,11034294.187650181
2023-07-06,10856015.534410452
2023-07-07,10841272.956273949
2023-07-10,10880663.833249494
2023-07-11,10950430.75966363
2023-07-12,11127260.794010378
2023-07-13,11443412.17557035
2023-07-14,11354466.793379916
2023-07-17,11464248.76769279
2023-07-18,11564945.23554382
2023-07-19,11586104.57390119
2023-07-20,11067782.71815552
2023-07-21,10984754.072896007
2023-07-24,11038291.22267212
2023-07-25,11076824.426950168
2023-07-26,10976001.107405419
2023-07-27,10958303.97256815
2023-07-28,11219541.571988765
2023-07-31,11304448.875583379
2023-08-01,11174912.844521027
2023-08-02,10773724.566744635
2023-08-03,10814580.749405846
2023-08-04,10567119.494987935
2023-08-07,10649497.024127927
2023-08-08,10495014.625660937
2023-08-09,10212949.214315293
2023-08-10,10204606.982586442
2023-08-11,9959343.634670278
2023-08-14,10063083.951718068
2023-08-15,9870764.313183246
2023-08-16,9709054.314119315
2023-08-17,9531832.159562163
2023-08-18,9426337.901662558
2023-08-21,9746449.64817898
2023-08-22,9656274.749523269
2023-08-23,9907668.47697457
2023-08-24,9637427.38945205
2023-08-25,9701139.052465605
2023-08-28,9784689.272732178
2023-08-29,10213581.962863265
2023-08-30,10222424.008511387
2023-08-31,10305316.6011162
2023-09-01,10263100.329214055
2023-09-05,10235662.260607729
2023-09-06,10165122.862251036
2023-09-07,10116378.168373479
2023-09-08,10081756.075405104
2023-09-11,10219013.81696281
2023-09-12,10179704.327728242
2023-09-13,10131132.585323025
2023-09-14,10290590.986978225
2023-09-15,10122384.605808256
2023-09-18,10050316.391492747
2023-09-19,9783131.16880669
2023-09-20,9677178.455199331
2023-09-21,9412437.758302849
2023-09-22,9369619.986824652
2023-09-25,9387533.437098037
2023-09-26,9257201.611638974
2023-09-27,9314409.531343685
2023-09-28,9509719.490786634
2023-09-29,9548060.097660106
2023-10-02,9543481.283985116
2023-10-03,9452033.130247038
2023-10-04,9435149.11186176
2023-10-05,9414363.84275186
2023-10-06,9564800.550886905
2023-10-09,9691774.52713859
2023-10-10,9716247.588265188
2023-10-11,9683620.695860056
2023-10-12,9622094.533660991
2023-10-13,9598206.339276662
2023-10-16,9701231.219889881
2023-10-17,9740455.47700604
2023-10-18,9674238.776624985
2023-10-19,9605967.070314137
2023-10-20,9479888.257306445
2023-10-23,9418433.50888835
2023-10-24,9506070.544753972
2023-10-25,9188084.768620797
2023-10-26,8988337.806844044
2023-10-27,8947363.813165136
2023-10-30,9057076.044235807
2023-10-31,9133665.929714317
2023-11-01,9194486.957098817
2023-11-02,9255334.351846533
2023-11-03,9284891.466761252
2023-11-06,9268723.299703974
2023-11-07,9313083.282333976
2023-11-08,9284243.842325244
2023-11-09,9261633.163816562
2023-11-10,9331789.675710734
2023-11-13,9320975.719024858
2023-11-14,9381818.082592536
2023-11-15,9411020.364937557
2023-11-16,9452872.57806104
2023-11-17,9475318.227775885
2023-11-20,9540892.375811348
2023-11-21,9524815.025110452
2023-11-22,9538727.110008465
2023-11-24,9556517.143986646
2023-11-27,9560275.297611944
2023-11-28,9570073.740141222
2023-11-29,9591112.509641161
2023-11-30,9616270.860794451
2023-12-01,9692720.425320657
2023-12-04,9651051.90242129
2023-12-05,9654876.631267644
2023-12-06,9565398.336133607
2023-12-07,9726194.319146467
2023-12-08,9867076.843032436
2023-12-11,9877716.767900262
2023-12-12,9921844.381254226
2023-12-13,10076418.649877707
2023-12-14,10124777.59445811
2023-12-15,10139984.28904251
2023-12-18,10186059.425007831
2023-12-19,10322563.915698843
2023-12-20,10161647.20339309
2023-12-21,10340002.415649718
2023-12-22,10391773.898033043
2023-12-26,10486752.435162254
2023-12-27,10589458.820007544
2023-12-28,10627036.429870846
2023-12-29,10526065.377291124
2024-01-02,10032553.958655203
2024-01-03,9813351.087515526
2024-01-04,9838183.124343079
2024-01-05,9873622.250848185
2024-01-08,10192242.03701623
2024-01-09,10192882.993947942
2024-01-10,10157682.775883887
2024-01-11,10146033.0086769
2024-01-12,10033396.653347522
2024-01-16,10090189.219371695
2024-01-17,10021127.603010165
2024-01-18,10043162.045363821
2024-01-19,10346092.859743534
2024-01-22,10408108.345365288
2024-01-23,10427547.247511923
2024-01-24,10521487.922237553
2024-01-25,10569008.40369728
2024-01-26,10474248.3566054
2024-01-29,10708130.246879661
2024-01-30,10566832.986675775
2024-01-31,10359015.659309989
2024-02-01,10538204.50766748
2024-02-02,10766368.04987423
2024-02-05,10721545.95309302
2024-02-06,10831091.581236979
2024-02-07,11043411.314667458
2024-02-08,11575413.349667264
2024-02-09,11776489.38177536
2024-02-12,12044193.707183903
2024-02-13,11544392.061152305
2024-02-14,12406998.063671745
2024-02-15,12654265.19144658
2024-02-16,12216646.925938757
2024-02-20,11861499.705945645
2024-02-21,11474690.372858498
2024-02-22,12407829.368372358
2024-02-23,12371431.301826613
2024-02-26,12842160.478693156
2024-02-27,13010855.583357224
2024-02-28,12878860.060731871
2024-02-29,12978471.993027179
2024-03-01,13420960.900190305
2024-03-04,13819148.291846855
2024-03-05,13397412.890508572
2024-03-06,13751840.861871907
2024-03-07,13970703.850081623
2024-03-08,13903362.900557678
2024-03-11,13428054.887392048
2024-03-12,13724785.276586631
2024-03-13,13561826.912119187
2024-03-14,13161107.876828922
2024-03-15,13123719.14867526
2024-03-18,13101262.071056128
2024-03-19,12896676.31115456
2024-03-20,13365869.580951987
2024-03-21,13604935.190904116
2024-03-22,13571340.004528414
2024-03-25,13766620.829641974
2024-03-26,13531766.957346905
2024-03-27,13556355.451682102
2024-03-28,13583701.800121501
2024-04-01,13669372.264744835
2024-04-02,13562659.14409278
2024-04-03,13648808.766454993
2024-04-04,13374678.301752755
2024-04-05,13480001.549689522
2024-04-08,13488356.251404073
2024-04-09,13352139.888117252
2024-04-10,13383309.40266521
2024-04-11,13661548.898934124
2024-04-12,13272213.556686044
2024-04-15,12941796.5497419
2024-04-16,13063500.476136781
2024-04-17,12845897.245551392
2024-04-18,12731468.154258506
2024-04-19,12033252.836897776
2024-04-22,12280932.658056753
2024-04-23,12677943.702286288
2024-04-24,12514165.529451774
2024-04-25,12532498.735401783
2024-04-26,12910712.698345354
2024-04-29,12823363.674582694
2024-04-30,12549961.27453001
2024-05-01,12274723.698215548
2024-05-02,12626452.649199752
2024-05-03,12794913.819926541
2024-05-06,13173341.546086293
2024-05-07,12720961.776943335
2024-05-08,12761568.045431659
2024-05-09,12697054.016264904
2024-05-10,12723905.350244643
2024-05-13,12706618.114821613
2024-05-14,12933430.662781047
2024-05-15,13376871.37355325
2024-05-16,13129473.80767771
2024-05-17,13140570.163419437
2024-05-20,13327818.86993825
2024-05-21,13320460.45923862
2024-05-22,13273972.787607798
2024-05-23,13177252.595347933
2024-05-24,13515466.06621923
2024-05-28,13687167.488666294
2024-05-29,13467044.27986647
2024-05-30,13387964.98702013
2024-05-31,13315337.126026552
2024-06-03,13433010.58388067
2024-06-04,13431751.800081085
2024-06-05,13750484.532602984
2024-06-06,13693926.07291296
2024-06-07,13611788.029888334
2024-06-10,13724385.079172041
2024-06-11,13623410.761663204
2024-06-12,13860111.468443986
2024-06-13,13888930.328467157
2024-06-14,13878651.991700375
2024-06-17,14025202.827297477
2024-06-18,14164692.480451073
2024-06-20,13988166.607313918
2024-06-21,13845080.245348237
2024-06-24,13705660.53889347
2024-06-25,13894536.41434461
2024-06-26,13832682.328216499
2024-06-27,13767511.892352168
2024-06-28,13805122.164130295
2024-07-01,13960341.966093155
2024-07-02,14168730.306941435
2024-07-03,14485955.015323251
2024-07-05,14646789.17053835
2024-07-08,14738023.431011938
2024-07-09,14766301.606740428
2024-07-10,14986772.11971673
2024-07-11,14485950.189625783
2024-07-12,14599449.502293773
2024-07-15,14703652.350117175
2024-07-16,14655741.668795215
2024-07-17,14051274.996793898
2024-07-18,14045567.144675028
2024-07-19,13837376.892618688
2024-07-22,14158429.978778068
2024-07-23,14170688.700525979
2024-07-24,13399426.918820998
2024-07-25,13231431.741387509
2024-07-26,13318909.856817637
2024-07-29,13348580.755969923
2024-07-30,12987508.519166091
2024-07-31,13633481.481228204
2024-08-01,13125496.657253679
2024-08-02,12768258.671348942
2024-08-05,12390370.664441032
2024-08-06,12626677.427335262
2024-08-07,12269475.456998209
2024-08-08,12839695.525712393
2024-08-09,12937542.23613784
2024-08-12,12826526.341831822
2024-08-13,13205851.904645586
2024-08-14,13204327.274989963
2024-08-15,13561425.000369392
2024-08-16,13692301.831156643
2024-08-19,13884707.649015555
2024-08-20,13841495.559475927
2024-08-21,13997010.552286372
2024-08-22,13664274.80953996
2024-08-23,14032326.312031506
2024-08-26,13848776.822527794
2024-08-27,13806545.830619993
2024-08-28,13621066.160335785
2024-08-29,13600089.421381027
2024-08-30,13792177.933593266
2024-09-03,13452039.81863157
2024-09-04,13415299.7089201
2024-09-05,13396154.248955833
2024-09-06,13023981.944840139
2024-09-09,13332083.186360791
2024-09-10,13581626.98110022
2024-09-11,13925415.142351983
2024-09-12,14095474.852127157
2024-09-13,14277051.148685247
2024-09-16,14354917.187637271
2024-09-17,14303158.99051312
2024-09-18,14331039.44828367
2024-09-19,14636291.886258865
2024-09-20,14711041.121169945
2024-09-23,14811728.79404749
2024-09-24,14822617.25888397
2024-09-25,14717854.011120446
2024-09-26,14725090.170070287
2024-09-27,14668341.55069143
2024-09-30,14780589.021627337
2024-10-01,14711235.522160947
2024-10-02,14750142.565283762
2024-10-03,14685101.906810647
2024-10-04,14999459.713235574
2024-10-07,14831851.572043808
2024-10-08,15010917.824243054
2024-10-09,15171329.358594565
2024-10-10,15010850.670234075
2024-10-11,15143921.292978467
2024-10-14,15209164.702516735
2024-10-15,15018164.96699312
2024-10-16,15069713.656879393
2024-10-17,14874207.280576225
2024-10-18,15032389.195275642
2024-10-21,14889685.575372573
2024-10-22,14937890.14502598
2024-10-23,14765214.875039365
2024-10-24,15103530.29848829
2024-10-25,15116430.108797263
2024-10-28,15252477.827990783
2024-10-29,15173773.512022
2024-10-30,15144301.400626363
2024-10-31,15017997.826239055
2024-11-01,15039702.769465644
2024-11-04,14993558.991111271
2024-11-05,15572188.342712505
2024-11-06,16172350.379598066
2024-11-07,16383748.201146828
2024-11-08,16444433.041275708
2024-11-11,17112069.390615124
2024-11-12,17336258.925569862
2024-11-13,17384483.84848422
2024-11-14,17091736.148762904
2024-11-15,17295496.416555993
2024-11-18,17396733.776802905
2024-11-19,17508405.367208578
2024-11-20,17469266.08768462
2024-11-21,17641927.33997536
2024-11-22,17823430.561055567
2024-11-25,17892146.616638653
2024-11-26,17842312.097035185
2024-11-27,17853496.881210227
2024-11-29,18100070.424606666
2024-12-02,17943203.971534956
2024-12-03,18127378.99296292
2024-12-04,18668910.270547792
2024-12-05,18471716.34225084
2024-12-06,19190203.65348833
2024-12-09,18452559.539614458
2024-12-10,18028184.074514277
2024-12-11,18505952.890422918
2024-12-12,18293118.74319112
2024-12-13,18391572.3670287
2024-12-16,18810262.29652979
2024-12-17,18792671.55197999
2024-12-18,17517450.996611062
2024-12-19,17432562.368128747
2024-12-20,17706361.13678
2024-12-23,17540586.570628643
2024-12-24,17990579.166631557
2024-12-26,17866387.623314235
2024-12-27,17358880.55527975
2024-12-30,16914755.926509596
2024-12-31,16644409.340238648
2025-01-02,16681923.362397168
2025-01-03,17273761.04212217
2025-01-06,17394786.57205889
2025-01-07,16655969.998705288
2025-01-08,16536459.13838652
2025-01-10,16173081.02800886
2025-01-13,16065632.422367645
2025-01-14,16119706.970933933
2025-01-15,16738807.187835334
2025-01-16,16763399.734372467
2025-01-17,17110738.801920597
2025-01-21,17266367.474051338
2025-01-22,17509868.30512217
2025-01-23,17590837.42490817
2025-01-24,17589917.967781805
2025-01-27,17024464.931497496
2025-01-28,17629602.389902692
2025-01-29,17621985.491864115
2025-01-30,17907792.065978743
2025-01-31,17883147.431458265
2025-02-03,17982720.288335692
2025-02-04,18760161.685890496
2025-02-05,18857500.413618773
2025-02-06,18882445.99148243
2025-02-07,18630688.1941565
2025-02-10,18704540.031135876
2025-02-11,17731220.552279413
2025-02-12,18125634.097974543
2025-02-13,18833965.05397287
2025-02-14,18307624.209965527
2025-02-18,17962497.50182787
2025-02-19,17784382.442873828
2025-02-20,17480400.4636445
2025-02-21,16608637.929405387
2025-02-24,15850710.963554654
2025-02-25,14985155.16928604
2025-02-26,15311543.487650568
2025-02-27,14526053.52966812
2025-02-28,15108194.077669619
2025-03-03,14532967.275083626
2025-03-04,14371234.487395447
2025-03-05,14857896.0524106
2025-03-06,14296543.232246488
2025-03-07,14624167.907085381
2025-03-10,13461688.051043015
2025-03-11,13725321.782236896
2025-03-12,14213999.680982707
2025-03-13,13800708.27126876
2025-03-14,14846100.160310902
2025-03-17,15060229.305791203
2025-03-18,14480259.381920133
2025-03-19,14741066.266950464
2025-03-20,14517970.712594181
2025-03-21,14711874.174884843
2025-03-24,15217458.43106462
2025-03-25,15160747.879099255
2025-03-26,14608068.750589266
2025-03-27,14295334.95340524
2025-03-28,13860177.292253874
2025-03-31,13770217.144259274
2025-04-01,13771128.292268096
2025-04-02,13760789.441991309
2025-04-03,13370186.238282965
2025-04-04,12490435.116940062
2025-04-07,12431366.438196233
2025-04-08,12127807.32347527
2025-04-09,13145660.273584407
2025-04-10,12715644.30015887
2025-04-11,12882736.921154723
2025-04-14,13058829.94888798
2025-04-15,13037298.089360375
2025-04-16,12796450.725218283
2025-04-17,12929431.690436587
2025-04-21,12733331.389859065
2025-04-22,13056497.399935415
2025-04-23,13270741.106175182
2025-04-24,13600003.748898381
2025-04-25,13558646.348960714
2025-04-28,13611955.527235607
2025-04-29,13614081.400470447
2025-04-30,13480055.582458993
2025-05-01,13475014.840032673
2025-05-02,13790135.356733145
2025-05-05,13705708.462039005
2025-05-06,13594118.48795369
2025-05-07,13566253.036490928
2025-05-08,13681511.42382804
2025-05-09,13645389.144808171
2025-05-12,13810189.801571859
2025-05-13,14253016.3739489
2025-05-14,14512890.26729588
2025-05-15,14382233.950873973
2025-05-16,14522537.250058409
2025-05-19,14482527.91174962
2025-05-20,14430687.586799728
2025-05-21,14239636.942350598
2025-05-22,14184803.41954568
2025-05-23,14082699.251454746
2025-05-27,14182210.386581002
2025-05-28,14118880.747388637
2025-05-29,14014315.544563333
2025-05-30,14077011.457050394
2025-06-02,14195747.719105745
2025-06-03,14293187.760256017
2025-06-04,14249200.867518784
2025-06-05,13901650.24935684
2025-06-06,14149920.07524747
2025-06-09,14254565.895186907
2025-06-10,14198804.402627237
2025-06-11,14472615.203859234
2025-06-12,14358967.268964423
2025-06-13,14194162.91967672
2025-06-16,14468479.199323246
2025-06-17,14257783.454100708
2025-06-18,14334262.431972632
2025-06-20,14311986.533031221
2025-06-23,14364975.323680848
2025-06-24,14670792.837734912
2025-06-25,14568146.922540313
2025-06-26,14808767.47005421
2025-06-27,14632003.901402015
2025-06-30,15176079.54158422
2025-07-01,14635895.781838674
2025-07-02,15291102.605520846
2025-07-03,15416874.995868038
2025-07-07,15461251.919067765
2025-07-08,15382955.712678932
2025-07-09,15677911.357388599
2025-07-10,15674587.178803865
2025-07-11,15402108.279152643
2025-07-14,15655456.478624009
2025-07-15,15689738.254768709
2025-07-16,16200045.063302945
2025-07-17,16516344.977976287
2025-07-18,16543889.8189299
2025-07-21,16328700.699459083
2025-07-22,15888737.361425126
2025-07-23,16076122.815271815
2025-07-24,16168730.871317126
2025-07-25,16246169.449182767
2025-07-28,16274719.12177518
2025-07-29,16037056.205295984
2025-07-30,16181548.38886803
2025-07-31,16107593.706072493
2025-08-01,15378083.210258977
2025-08-04,16000314.886879437
2025-08-05,15888040.527717246
2025-08-06,15528666.131741755
2025-08-07,15739657.77064697
2025-08-08,15775774.77540931
2025-08-11,15940990.28988667
2025-08-12,16153655.20314641
2025-08-13,16125048.360341169
2025-08-14,16182077.859561525
2025-08-15,15996108.761454422
2025-08-18,16046178.324605701
2025-08-19,15213516.09305848
2025-08-20,15036249.055428691
2025-08-21,14917879.672892567
2025-08-22,15361414.008114789
2025-08-25,15204032.409786463
2025-08-26,15418506.454047361
2025-08-27,15410774.787607891
2025-08-28,15676451.176014774
2025-08-29,15168284.19371828
2025-09-02,14950655.859636776
2025-09-03,14932097.089450227
2025-09-04,15124574.284684394
2025-09-05,15145610.904787356
2025-09-08,15559778.301460512
2025-09-09,15851503.413241172
2025-09-10,16458640.897718761
2025-09-11,16571107.364558863
2025-09-12,16679676.414096922
2025-09-15,16892323.090434413
2025-09-16,17088484.6275693
2025-09-17,17226460.461971544
2025-09-18,17876489.707513966
2025-09-19,18248271.673575744
2025-09-22,18518096.810268164
2025-09-23,18687576.94099966
2025-09-24,18693567.308838688
2025-09-25,18464295.844598558
2025-09-26,18377656.62506837
2025-09-29,18581643.256917
2025-09-30,18714826.16684576
2025-10-01,19122370.313376907
2025-10-02,20062517.61236221
2025-10-03,20343272.537686877
2025-10-06,20798608.157837063
2025-10-07,20654829.038562678
2025-10-08,20762537.78141306
2025-10-09,20913562.67173378
2025-10-10,19667172.638016887
2025-10-13,21174085.916531637
2025-10-14,21021788.327430423
2025-10-15,21235888.862807278
2025-10-16,20601461.59769521
2025-10-17,20303570.345381908
2025-10-20,20399389.12968322
2025-10-21,19902387.447694343
2025-10-22,19295992.00695743
2025-10-23,20092703.503130503
2025-10-24,20286200.4922351
2025-10-27,20933131.057028197
2025-10-28,20607962.431369472
2025-10-29,21097043.582635142
2025-10-30,20748724.06811413
2025-10-31,21177333.90975004
2025-11-03,20938212.682163753
2025-11-04,19691941.932871316
2025-11-05,20515888.69891202
2025-11-06,19951979.086665876
2025-11-07,19820526.38154265
2025-11-10,20191763.392140932
2025-11-11,19595725.853524208
2025-11-12,19341587.09294241
2025-11-13,18270349.360401377
2025-11-14,18272081.351051237
2025-11-17,18122320.476963356
2025-11-18,18005190.529428747
2025-11-19,18106301.075773004
2025-11-20,16987136.669607315
2025-11-21,17251452.667554963
2025-11-24,18494089.73140428
2025-11-25,18453671.580369722
2025-11-26,18629761.497149654
2025-11-28,19034888.371097405
2025-12-01,18726105.733860265
2025-12-02,18934656.316518772
2025-12-03,19355217.3363536
2025-12-04,19328904.715671822
2025-12-05,19458295.203139145
2025-12-08,19363755.346886113
2025-12-09,19428374.280707195
2025-12-10,19579709.271149255
2025-12-11,19372751.653168567
2025-12-12,18585234.84530875
2025-12-15,18311280.32561419
2025-12-16,18268915.639288977
2025-12-17,17601551.149757165
2025-12-18,18142394.701627217
2025-12-19,18661878.06797851
2025-12-22,19125700.095860004
2025-12-23,19158132.226622686
2025-12-24,19197767.008955706
2025-12-26,19019230.507021647
2025-12-29,19029406.657638405
2025-12-30,19049774.533491436
2025-12-31,18835896.05475889
2026-01-02,19332758.477032382
2026-01-05,19556292.965329457
2026-01-06,19841165.005385578
2026-01-07,19718399.16667321
2026-01-08,19664581.170691047
2026-01-09,19981918.157267284
2026-01-12,20002923.482332543
2026-01-13,19969514.554867912
2026-01-14,19803265.04980886
2026-01-15,19960883.89389815
2026-01-16,20097074.70435593
2026-01-20,19795087.801331032
2026-01-21,20275249.73198925
2026-01-22,20382767.276772466
2026-01-23,20290975.02870889
2026-01-26,20318939.693532575
2026-01-27,20629626.276804168
2026-01-28,20750305.738750048
2026-01-29,20894338.626090158
2026-01-30,20591582.388654385
2026-02-02,21044197.191961493
2026-02-03,21420582.208285365
2026-02-04,20465286.74267286
2026-02-05,20204249.537116304
2026-02-06,20798734.37414011
2026-02-09,20668747.49511752
2026-02-10,20192884.15624148
2026-02-11,20711789.215767454
2026-02-12,20391989.05665957
2026-02-13,20394933.793753006
2026-02-17,20124045.878473558
2026-02-18,20431176.442816135
2026-02-19,20503875.621064793
2026-02-20,20643530.160663243
